feature,importance
BUSINV_yoy,0.00022678242991768383
NEWORDER_yoy,0.00022374588494505454
AWHMAN,0.00022282684980040867
unrate_x_cpi,0.00022194919988580684
DEXUSEU,0.0002194255132062717
ANFCI_lag12,0.0002167332736899611
HOUST_ma3,0.00021553467726062435
HOUST_yoy,0.0002147331971027546
UNRATE_yoy,0.00021400831736069771
CPILFESL_vol3,0.00021359451174062972
NEWORDER_ma3,0.00021250999345567926
T10Y2Y_lag12,0.00020891153331428525
MICH_vol3,0.00020794140824060658
gas_x_income,0.00020699964286704747
AWHMAN_pct,0.0002056319046496464
DGORDER_yoy,0.00020543072106831187
FEDFUNDS_lag12,0.0002040317785800642
SP500_vol3,0.00020233400160552385
NEWORDER,0.00019895504875864085
MORTGAGE30US_lag1,0.00019710796417859186
CPILFESL_pct,0.00019521803737731407
CPILFESL_yoy,0.0001946280344858522
CC4WSA_lag1,0.0001936220651514486
CSUSHPINSA_vol3,0.00019142843490191583
GASREGW_lag12,0.00019085278194412434
M1SL_pct,0.00018745722878624579
UNRATE_ma3,0.00018669813028083886
PSAVERT_pct,0.00018610384195252646
PERMIT_ma3,0.0001854659359754253
CPIUFDSL_lag12,0.0001849371574863122
DGORDER_vol3,0.00018316980611221946
TEDRATE_lag1,0.00018297419388413753
DCOILWTICO_ma3,0.00017707276437203354
treasury_2_10_spread,0.00017656876319652656
RSAFS_vol3,0.00017654906771186942
T10Y2Y,0.00017278963901510547
BAMLH0A0HYM2_lag6,0.00017210813249198732
PCE_vol3,0.000171475821210098
HOUST_lag12,0.000164962322633406
ICSA_ma3,0.00016307692486606195
GS10_lag6,0.00016295022001254798
CSUSHPINSA_lag12,0.00016255283908051066
DGORDER,0.00016035162924266585
CIVPART_pct,0.00015776445339525349
M1SL_vol3,0.00015774406177610886
T10Y2Y_yoy,0.00015547053633692352
CC4WSA_lag6,0.00015511600217140011
ANFCI_ma3,0.00015135004548365804
PSAVERT,0.00015021461887988074
MICH_lag1,0.0001500604419420402
DEXUSEU_lag1,0.00014589753334351145
PAYEMS_yoy,0.00014437668404577105
DGORDER_lag6,0.00014375670943645501
DCOILWTICO_vol3,0.00014350609631312886
CSUSHPINSA_ma3,0.0001416660100925692
T10Y2Y_lag3,0.0001404853044577393
PAYEMS_pct,0.0001392684505674395
NEWORDER_lag1,0.00013825338855417033
FMNHSHPSIUS_vol3,0.00013718479803111606
INDPRO_yoy,0.00013713691648346884
DSPIC96_lag12,0.00013438713721271095
BAMLH0A0HYM2_ma3,0.0001340702258450685
CC4WSA_yoy,0.00013187341336133834
PCE_yoy,0.00013115663068740988
AWHMAN_ma3,0.00012999099760223595
M1SL,0.00012965766849138807
U6RATE_vol3,0.00012463482212470475
DGORDER_lag3,0.00012374968187707318
CSUSHPINSA_lag6,0.0001232233396481896
USEPUINDXD_lag3,0.00012210855540802125
GS10_lag3,0.00011865802000734283
ICSA_lag6,0.00011828146442405831
GASREGW_lag3,0.00011779091485068145
INDPRO_lag3,0.00011592119658118054
AHETPI_yoy,0.00011550805332242024
AWHMAN_lag3,0.00011520383255525092
SP500_lag12,0.00011498877657402506
ICSA_lag3,0.00011463760246585306
AWHMAN_lag12,0.00011461825688040358
PAYEMS_lag3,0.0001145804483249308
BUSINV_lag12,0.0001139249666866518
DGORDER_lag12,0.00011168472159094419
PAYEMS_lag6,0.00011056936934816087
MORTGAGE30US_ma3,0.0001098942417561371
INDPRO,0.00010967311291606873
CC4WSA_ma3,0.00010805527485892831
DGORDER_ma3,0.00010722737749495879
HPIPONM226S_lag12,0.00010657663156290055
ICSA_lag1,0.00010246092108761511
GS10_ma3,0.00010161635844740282
UNRATE_vol3,0.00010073390748009994
SP500_lag6,0.00010040737783944573
NEWORDER_lag12,0.00010004213809714298
BAMLH0A0HYM2_lag3,9.846690739598599e-05
NEWORDER_lag6,9.808120708960081e-05
GASREGW_lag1,9.51185614115947e-05
TCMDO_yoy,9.434051288811957e-05
yield_curve_spread,9.415507187009428e-05
U6RATE_lag12,9.382587862246888e-05
U6RATE_lag3,9.339030362486762e-05
RSAFS_lag12,9.313821910161848e-05
FEDFUNDS_lag1,9.305705856849947e-05
SP500_pct,9.207267582311024e-05
CPIUFDSL,9.015211262301111e-05
M1SL_lag6,9.0088727741777e-05
PSAVERT_lag1,8.825332768967564e-05
CUSR0000SEHA_yoy,8.794355190999025e-05
BAMLH0A0HYM2_lag12,8.610265576154402e-05
AWHMAN_vol3,8.603120493652396e-05
TEDRATE_lag3,8.486973572359223e-05
AWHMAN_lag6,8.467275555780121e-05
UNRATE_lag3,8.435836358487558e-05
TCMDO_pct,8.405268930586285e-05
CPIAUCSL_lag6,8.388017324106742e-05
FMNHSHPSIUS_lag6,8.294875526322207e-05
INDPRO_lag6,7.999120638898973e-05
U6RATE_lag1,7.977300976474179e-05
PERMIT_lag12,7.626994938508738e-05
FMNHSHPSIUS,7.549227194458232e-05
MORTGAGE30US_lag6,7.531426881134725e-05
ANFCI_lag3,7.504955476543122e-05
M1SL_yoy,7.457983620276516e-05
PAYEMS,7.384794954377363e-05
HOUST_lag6,7.321391142989e-05
MORTGAGE30US_lag12,7.055604532692168e-05
PERMIT_lag3,6.939974484665558e-05
DEXUSEU_ma3,6.804630257062751e-05
BAMLH0A0HYM2,6.729874470928362e-05
PCE_lag6,6.672593440090409e-05
MORTGAGE30US_lag3,6.642907605981785e-05
PSAVERT_ma3,6.613167776231305e-05
PERMIT_lag1,6.508673410333715e-05
CSUSHPINSA_lag1,5.9997190359680386e-05
real_interest_rate,5.8654412091386044e-05
DSPIC96_lag6,5.7884529727528034e-05
FMNHSHPSIUS_pct,5.591707369590974e-05
CUSR0000SEHA_lag12,5.42281362635559e-05
DEXUSEU_lag12,5.313356969551716e-05
CPIAUCSL,5.3027960586864973e-05
PAYEMS_lag12,5.233559785416665e-05
CPIAUCSL_lag3,5.185158380844022e-05
RSAFS_lag6,5.174785945432822e-05
GS10_lag1,5.124555301489246e-05
T10Y2Y_ma3,5.088159156346891e-05
AHETPI_lag1,4.964104191854002e-05
CIVPART_lag12,4.919091901192739e-05
DEXUSEU_lag6,4.901116218147709e-05
NEWORDER_lag3,4.8447275446695135e-05
DGORDER_lag1,4.8021586053767594e-05
RSAFS_lag1,4.597053971477665e-05
HPIPONM226S_lag1,4.5851681385854104e-05
BAMLH0A0HYM2_lag1,4.535675970076409e-05
FEDFUNDS_lag6,4.412270807301628e-05
INDPRO_lag12,4.346030118054465e-05
DSPIC96,4.278156872922441e-05
FEDFUNDS,4.271783827355364e-05
M1SL_ma3,4.2622386717463654e-05
FMNHSHPSIUS_lag3,4.0802885029028e-05
HPIPONM226S_lag6,3.885171484543796e-05
CIVPART_lag1,3.721785140284469e-05
CPIUFDSL_ma3,3.72109215136266e-05
U6RATE_lag6,3.482080983332878e-05
GS10_lag12,3.452188831816363e-05
CPIUFDSL_lag1,3.375226971499161e-05
FEDFUNDS_ma3,3.349819880279373e-05
DSPIC96_lag1,3.304817676812826e-05
BUSINV_lag6,3.1382754530728505e-05
T10Y2Y_lag1,2.91155821405964e-05
UNRATE_lag6,2.8901914894609077e-05
CUSR0000SEHA_ma3,2.873003279177369e-05
CC4WSA_lag3,2.7171764925660123e-05
AWHMAN_lag1,2.6695650592273984e-05
FMNHSHPSIUS_yoy,2.6445975345008915e-05
HPIPONM226S_lag3,2.6376173566157404e-05
BUSINV_lag1,2.5147909315318323e-05
RSAFS_lag3,2.458695622549431e-05
DSPIC96_lag3,2.3653704740292357e-05
TCMDO_lag3,2.3347612298693446e-05
CPIAUCSL_lag1,2.2762587651445832e-05
INDPRO_lag1,2.1771367042566126e-05
TCMDO_lag6,2.1408281388003626e-05
HPIPONM226S,2.125973555525994e-05
SP500_ma3,2.0237356535445955e-05
AHETPI_ma3,1.9875506685148796e-05
PCE_ma3,1.975255837699329e-05
DSPIC96_ma3,1.9065349313835847e-05
FEDFUNDS_lag3,1.8864849014917128e-05
CPILFESL_ma3,1.883576136918015e-05
AHETPI,1.8186769863312614e-05
AHETPI_lag3,1.742125906351058e-05
CPIAUCSL_ma3,1.7297467822967865e-05
HPIPONM226S_ma3,1.6464241699580696e-05
UNRATE_lag1,1.463103911183615e-05
PAYEMS_ma3,1.460155294202356e-05
SP500_lag3,1.3999297609632848e-05
TCMDO_lag12,1.3932309749055311e-05
CPILFESL_lag12,1.3777139132199236e-05
CUSR0000SEHA,1.3658345693339323e-05
BUSINV_lag3,1.3509562394378245e-05
BUSINV,1.340199186879582e-05
TCMDO_ma3,1.2832848861197313e-05
FMNHSHPSIUS_lag1,1.2482724790001039e-05
AHETPI_lag12,1.2421425429744291e-05
CUSR0000SEHA_lag1,1.1572617038818105e-05
CPILFESL_lag1,1.1375238851630354e-05
RSAFS_ma3,1.1068076841201843e-05
CPILFESL,1.0955081694403715e-05
CPILFESL_lag6,1.0796507167714417e-05
CUSR0000SEHA_lag6,1.077448615322309e-05
CUSR0000SEHA_lag3,1.059148924463126e-05
PCE_lag3,1.0366409523529554e-05
SP500,1.0067523718277188e-05
CPILFESL_lag3,1.0021304201646814e-05
FMNHSHPSIUS_lag12,9.953274441059418e-06
PCE_lag1,9.192741416609814e-06
CPIUFDSL_lag6,8.073382467997835e-06
PCE,8.025997151121582e-06
RSAFS,7.440737207095846e-06
TCMDO_lag1,7.424314095789303e-06
CPIAUCSL_lag12,7.209996389923997e-06
TCMDO,7.137863845916859e-06
CPIUFDSL_lag3,6.8274356951571065e-06
AHETPI_lag6,6.777857350574364e-06
SP500_lag1,6.71130349213836e-06
PCE_lag12,6.538954426720211e-06
BUSINV_ma3,5.592511391394882e-06
PAYEMS_lag1,4.938884378587868e-06
