feature,importance
DSPIC96_lag12,0.000134087540892522
CC4WSA_lag3,0.00013222845503178102
DSPIC96_lag3,0.00013061033805388767
PSAVERT_ma3,0.0001288005437195338
INDPRO_lag1,0.0001222680103632703
FMNHSHPSIUS_lag3,0.00012133400331002273
SP500_pct,0.00011953296347393493
DGORDER_lag1,0.00011871220259524888
INDPRO_lag12,0.00011823027185994966
HPIPONM226S_ma3,0.00011691025440854694
MORTGAGE30US_ma3,0.00011642372692223362
INDPRO_lag6,0.00011523974454225199
M1SL,0.00011324029758398125
FMNHSHPSIUS_pct,0.00010952953367701725
FEDFUNDS_ma3,0.00010943791088200443
FEDFUNDS_lag6,0.00010914687146911561
HPIPONM226S_lag1,0.00010163149997174519
GS10_lag3,0.00010110883521226886
UNRATE_lag6,9.490335463576145e-05
real_interest_rate,9.481651210301143e-05
CSUSHPINSA_lag1,9.260266600622623e-05
DGORDER_lag3,9.24022237964237e-05
PCE_lag6,8.770813381417398e-05
DSPIC96,8.666950814146773e-05
CPIUFDSL_lag1,8.623718988420932e-05
GS10_lag1,8.320819748781234e-05
FMNHSHPSIUS,8.28386406004039e-05
HPIPONM226S_lag12,8.07458183254967e-05
SP500_lag3,8.014289848287685e-05
RSAFS_lag6,7.799865771829318e-05
SP500,7.73168128719625e-05
PERMIT_lag1,7.402866400245856e-05
UNRATE_lag1,7.143424595898025e-05
FEDFUNDS_lag1,6.282653421656092e-05
BUSINV_lag12,6.12451557396706e-05
TCMDO,6.0107346972859114e-05
MORTGAGE30US_lag12,5.8887811178031085e-05
BUSINV,5.7596648172605306e-05
RSAFS_lag1,5.526347968089945e-05
PCE_lag12,5.294580105730155e-05
DSPIC96_lag1,5.2930629297646995e-05
FEDFUNDS_lag3,5.037470418466083e-05
CPIAUCSL_lag12,4.9997796738510666e-05
CPIAUCSL_lag3,4.886019058663707e-05
RSAFS_ma3,4.7444266386127426e-05
HPIPONM226S_lag3,4.50431740383248e-05
INDPRO,4.198789481943371e-05
BUSINV_ma3,4.0878140649062584e-05
AHETPI_lag12,3.958130319082922e-05
CPIAUCSL_lag6,3.908358154594158e-05
FMNHSHPSIUS_lag1,3.7666728780062815e-05
RSAFS_lag3,3.731387959982999e-05
CPIUFDSL_lag6,3.256585773026433e-05
AHETPI_lag3,3.155632138023672e-05
HPIPONM226S,2.9722838046421495e-05
BUSINV_lag1,2.928766845453266e-05
BUSINV_lag3,2.9058925685591472e-05
HPIPONM226S_lag6,2.7728611868532708e-05
CUSR0000SEHA_lag12,2.5600215926547708e-05
AHETPI,2.427719753729768e-05
PCE_lag1,2.395173771551486e-05
PCE_lag3,2.3090150882754503e-05
CUSR0000SEHA_lag3,2.3027990499177193e-05
AHETPI_lag6,2.264840596611394e-05
CPIUFDSL_ma3,2.166633839212861e-05
PCE,2.1263689734793002e-05
RSAFS_lag12,2.0496426729677705e-05
CPIAUCSL_lag1,1.9981924329587318e-05
TCMDO_ma3,1.8421693056504546e-05
SP500_ma3,1.795569060387659e-05
TCMDO_lag12,1.7730032266570273e-05
CPIAUCSL_ma3,1.7223451522132042e-05
CUSR0000SEHA_ma3,1.712901604337719e-05
AHETPI_lag1,1.643242686677864e-05
CUSR0000SEHA_lag6,1.606683339430442e-05
RSAFS,1.476746715646142e-05
CUSR0000SEHA,1.4422797042085122e-05
DSPIC96_ma3,1.3521804688607871e-05
CUSR0000SEHA_lag1,1.347421546464469e-05
TCMDO_lag6,1.2753443796567115e-05
CPIAUCSL,1.0280760645307997e-05
SP500_lag1,1.0006589544512447e-05
CPIUFDSL_lag3,9.073673442278227e-06
AHETPI_ma3,7.755646772376998e-06
PCE_ma3,6.319587758761112e-06
TCMDO_lag1,5.149395770950695e-06
TCMDO_lag3,4.853397589556641e-06
